address,price,bedrooms,bathrooms_per_bedroom,full_bathrooms_filled,half_bathrooms,type,size_sqft,lot_size,lot_size_fixedunits
5261 River Glen Dr Unit: 202 Las Vegas NV 89103,48900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,978,,
Las Vegas NV 89128,30000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,912,3005.0,3005.0
4960 Harrison Dr Unit: 105 Las Vegas NV 89120,60000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1041,1611.0,1611.0
1604 Box Step Dr Las Vegas NV 89014,100000,2,1.0,2,1,Condo/Townhome/Row Home/Co-Op,1233,2221.0,2221.0
9050 W Tropicana Av Unit: 1173 Las Vegas NV 89147,145000,1,2.0,2,1,Condo/Townhome/Row Home/Co-Op,1466,,
3761 Tohono Canyon St Las Vegas NV 89147,109000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1605,3397.0,3397.0
135 E Harmon Ave # 3720 Las Vegas NV 89109,299888,1,2.0,2,0,Condo/Townhome/Row Home/Co-Op,874,,
135 E Harmon Ave Unit 2914 Las Vegas NV 89109,314888,1,2.0,2,0,Condo/Townhome/Row Home/Co-Op,847,,
3975 N Hualapai Wy Unit: 233 Las Vegas NV 89129,64999,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1301,,
145 E Harmon Ave # 1819 Las Vegas NV 89109,169999,1,0.734790828853,1,0,Condo/Townhome/Row Home/Co-Op,520,,
200 W Sahara Ave Unit 2012 Las Vegas NV 89102,129999,1,0.734790828853,1,0,Condo/Townhome/Row Home/Co-Op,974,,
270 E Flamingo Rd Unit: 230 Las Vegas NV 89169,122000,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,692,,
220 E Flamingo Rd Unit: 101 Las Vegas NV 89169,299000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1294,,
3750 Las Vegas Blvd S Unit 4506 Las Vegas NV 89158,4999000,3,1.0,3,1,Condo/Townhome/Row Home/Co-Op,3922,,
8037 Celestial Ave Unit 201 Las Vegas NV 89128,68500,3,0.666666666667,2,0,Condo/Townhome/Row Home/Co-Op,1210,,
900 Heavenly Hills Ct Unit 109 Las Vegas NV 89145,79900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1067,2744.0,2744.0
8709 Villa Pablo Ln Las Vegas NV 89147,104800,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1098,3049.0,3049.0
5229 Steinbrenner Ln Las Vegas NV 89118,95000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1089,1742.0,1742.0
8665 Traveling Breeze Av Unit: 103 Las Vegas NV 89178,110000,3,0.666666666667,2,1,Condo/Townhome/Row Home/Co-Op,1588,871.0,871.0
1900 Tierra Vista Dr Unit 204 Las Vegas NV 89128,51500,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1009,,
6885 Tamarus St Unit: 102 Las Vegas NV 89119,45000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,957,2918.0,2918.0
4381 W Flamingo Rd # 59301 Las Vegas NV 89103,38000000,3,1.33333333333,4,2,Condo/Townhome/Row Home/Co-Op,6230,,
2109 Sun Cliffs St Las Vegas NV 89134,189800,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1305,3049.0,3049.0
1312 Pinto Rock Ln Unit 101 Las Vegas NV 89128,70000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1136,,
7100 Pirates Cove Rd Apt 2105 Las Vegas NV 89145,69900,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,711,,
7163 S Durango Dr Unit 110 Las Vegas NV 89113,104900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,929,,
9580 W Reno Ave Unit 219 Las Vegas NV 89148,89500,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,884,,
5168 Greene Ln Apt C Las Vegas NV 89119,62900,3,0.666666666667,2,0,Condo/Townhome/Row Home/Co-Op,1370,,
4525 Dean Martin Dr Unit 3003 Las Vegas NV 89103,389000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1085,,
7163 S Durango Dr Unit 305 Las Vegas NV 89113,77000,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,685,,
6250 W Arby Ave Unit 209 Las Vegas NV 89118,114900,3,0.666666666667,2,1,Condo/Townhome/Row Home/Co-Op,1648,,
2700 Las Vegas Blvd S Unit 4305 Las Vegas NV 89109,5600000,3,1.33333333333,4,1,Condo/Townhome/Row Home/Co-Op,5184,,
9037 Purple Leaf St Las Vegas NV 89123,125000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1473,3049.0,3049.0
230 Mission Newport Ln Unit: # 201 Las Vegas NV 89107,39900,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,660,,
4737 Big Draw Dr Las Vegas NV 89031,92000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1095,2178.0,2178.0
4730 E Craig Rd Unit: 2159 Las Vegas NV 89115,40000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,974,,
4730 E Craig Rd Unit: 1056 Las Vegas NV 89115,40000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,974,,
6868 Sky Pointe Dr Unit 1065 Las Vegas NV 89131,70000,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,862,,
6868 Sky Pointe Dr Unit 2060 Las Vegas NV 89131,84900,3,0.666666666667,2,0,Condo/Townhome/Row Home/Co-Op,1454,,
3151 Soaring Gulls Dr Unit: 1169 Las Vegas NV 89128,34000,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,704,,
3188 Via Seranova Henderson NV 89044,215995,3,0.666666666667,2,1,Condo/Townhome/Row Home/Co-Op,1574,1742.0,1742.0
312 Orland St Apt 62 Las Vegas NV 89107,35000,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,612,,
1509 Linnbaker Ln Unit 203 Las Vegas NV 89110,62000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1047,,
3722 Las Vegas Blvd S Unit 1902 Las Vegas NV 89158,492300,1,1.0,1,1,Condo/Townhome/Row Home/Co-Op,858,,
3066 Tarpon Dr Unit 103 Las Vegas NV 89120,68500,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1020,1001.0,1001.0
1104 Pinto Rock Ln Unit 102 Las Vegas NV 89128,79500,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1136,,
2615 W Gary Ave Unit 2035 Las Vegas NV 89123,95000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,940,,
2615 W Gary Ave Unit 2028 Las Vegas NV 89123,95000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,940,,
9103 Alta Dr Unit 1601 Las Vegas NV 89145,4499000,3,1.0,3,1,Condo/Townhome/Row Home/Co-Op,5844,,
10245 S Maryland Pw Unit 267 Las Vegas NV 89183,120000,3,0.666666666667,2,0,Condo/Townhome/Row Home/Co-Op,1188,,
3391 Racquet St Las Vegas NV 89121,105000,2,1.0,2,1,Condo/Townhome/Row Home/Co-Op,1582,1742.0,1742.0
3503 Mercury St Las Vegas NV 89030,85000,4,0.5,2,0,Condo/Townhome/Row Home/Co-Op,1235,1306.0,1306.0
200 Mission Laguna Ln Apt 112 Las Vegas NV 89107,74000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,876,871.0,871.0
808 Dana Hills Ct Unit 101 Las Vegas NV 89134,260000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1686,2918.0,2918.0
5870 Medallion Dr # 1 Las Vegas NV 89122,69900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,960,,
6868 Sky Pointe Dr Unit 1081 Las Vegas NV 89131,85000,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,862,,
2071 Via Firenze Henderson NV 89044,195000,3,0.666666666667,2,1,Condo/Townhome/Row Home/Co-Op,1445,2178.0,2178.0
8689 Horizon Wind Ave Unit 103 Las Vegas NV 89178,164900,3,0.666666666667,2,1,Condo/Townhome/Row Home/Co-Op,1588,871.0,871.0
2615 W Gary Ave Unit 2037 Las Vegas NV 89123,76400,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,711,,
3180 Via Seranova Henderson NV 89044,219995,3,0.666666666667,2,1,Condo/Townhome/Row Home/Co-Op,1574,1742.0,1742.0
10245 S Maryland Pw Unit 183 Las Vegas NV 89183,112900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1053,,
1876 Arbol Verde Way Las Vegas NV 89119,99500,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1179,1176.0,1176.0
Las Vegas NV 89142,78000,3,0.666666666667,2,0,Condo/Townhome/Row Home/Co-Op,1240,2178.0,2178.0
9050 W Warm Springs Rd Unit 1178 Las Vegas NV 89148,110000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,936,,
4654 Monterey Cir Unit 1 Las Vegas NV 89169,55000,2,0.5,1,0,Condo/Townhome/Row Home/Co-Op,1000,,
200 W Sahara Ave Unit 710 Las Vegas NV 89102,204900,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,1090,,
3172 Cameron St Las Vegas NV 89102,110000,2,1.0,2,1,Condo/Townhome/Row Home/Co-Op,1365,1306.0,1306.0
797 E Harmon Ave Apt 30 Las Vegas NV 89119,30000,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,392,,
3795 Heritage Ave Las Vegas NV 89121,114000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1320,3484.0,3484.0
7885 W Flamingo Rd Unit 1064 Las Vegas NV 89147,75000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,934,,
6348 Mint Frost Way Las Vegas NV 89108,104800,4,0.75,3,0,Single Family Home,2037,7187.0,7187.0
437 Federal St Las Vegas NV 89015,85000,3,0.333333333333,1,0,Single Family Home,1546,6708.0,6708.0
11244 Newbury Hills Ave Las Vegas NV 89138,180000,3,0.666666666667,2,0,Single Family Home,2013,4791.0,4791.0
10428 Scotch Elm Ave Las Vegas NV 89166,159500,3,0.666666666667,2,1,Single Family Home,1789,2178.0,2178.0
5934 Rothbury Ave Las Vegas NV 89141,315000,4,0.75,3,0,Single Family Home,3078,6316.0,6316.0
2107 Clearwater Lake Dr Henderson NV 89044,320000,3,1.0,3,1,Single Family Home,2708,0.23,10019.0
9168 Badby Ave Las Vegas NV 89148,134000,3,0.666666666667,2,1,Single Family Home,1316,1742.0,1742.0
7600 W Wigwam Ave Las Vegas NV 89113,450000,5,0.6,3,0,Single Family Home,2704,2.03,88427.0
9418 Cormorant Lake Way Las Vegas NV 89178,128173,3,0.666666666667,2,1,Single Family Home,1705,2613.0,2613.0
3249 Anacapa Way Las Vegas NV 89146,89000,4,0.5,2,0,Single Family Home,1548,6708.0,6708.0
5870 Sierra Medina Ave Las Vegas NV 89139,124900,4,0.75,3,0,Single Family Home,1661,5227.0,5227.0
4630 Aspen Ave Las Vegas NV 89124,150000,1,1.0,1,0,Single Family Home,668,4356.0,4356.0
Las Vegas NV 89131,175000,4,0.5,2,0,Single Family Home,1829,4791.0,4791.0
5624 Dawnbreak Dr Las Vegas NV 89149,159000,3,0.666666666667,2,1,Single Family Home,1793,4660.0,4660.0
8036 Shady Glen Ave Las Vegas NV 89131,161000,3,0.666666666667,2,0,Single Family Home,1615,4486.0,4486.0
9008 Players Club Dr Las Vegas NV 89134,4500000,5,1.2,6,4,Single Family Home,13240,0.92,40075.0
2173 Via Vita St Las Vegas NV 89124,695000,3,1.0,3,0,Single Family Home,1171,5532.0,5532.0
3339 Steppe St Las Vegas NV 89032,145000,4,0.5,2,0,Single Family Home,1695,5096.0,5096.0
860 Ribbon Grass Ave Las Vegas NV 89183,119900,4,0.5,2,1,Single Family Home,1741,4399.0,4399.0
7844 Running Doe Ct Las Vegas NV 89149,128000,3,1.0,3,0,Single Family Home,1572,2613.0,2613.0
2474 Evening Twilight Ave Henderson NV 89044,140000,3,0.666666666667,2,0,Single Family Home,1248,4791.0,4791.0
913 Golden Hawk Way Las Vegas NV 89108,83700,4,0.75,3,0,Single Family Home,1663,4007.0,4007.0
6205 Shawnee Ave Las Vegas NV 89107,79900,3,0.666666666667,2,0,Single Family Home,1525,6011.0,6011.0
2053 Seattle Shore St Las Vegas NV 89115,60000,3,0.666666666667,2,1,Single Family Home,1309,2178.0,2178.0
Las Vegas NV 89131,189000,3,0.666666666667,2,1,Single Family Home,2494,5009.0,5009.0
6221 Spanish Moss Ave Las Vegas NV 89108,75000,3,0.666666666667,2,0,Single Family Home,1746,4791.0,4791.0
8648 Anderson Dale Ave Las Vegas NV 89178,165000,3,0.666666666667,2,1,Single Family Home,1935,2613.0,2613.0
6580 Coffeeville Creek Dr Las Vegas NV 89122,150000,4,0.5,2,0,Single Family Home,1415,3920.0,3920.0
1101 Sloop Dr Las Vegas NV 89128,120000,3,0.666666666667,2,1,Single Family Home,1972,5009.0,5009.0
10342 Hanky Panky St Las Vegas NV 89131,299000,4,0.75,3,1,Single Family Home,3638,0.37,16117.0
Las Vegas NV 89128,160000,4,0.75,3,0,Single Family Home,2107,5357.0,5357.0
3007 Mcleod Dr Las Vegas NV 89121,69000,4,0.5,2,0,Single Family Home,1356,7013.0,7013.0
9984 El Corriente St Las Vegas NV 89178,119900,3,0.666666666667,2,1,Single Family Home,1668,3484.0,3484.0
3900 Cool Meadows Dr Las Vegas NV 89129,165000,5,0.6,3,0,Single Family Home,2911,7535.0,7535.0
2933 Elm Ave Las Vegas NV 89101,225000,4,0.734790828853,3,0,Multi-Family Home,3880,7840.0,7840.0
2011 W Washington Ave Las Vegas NV 89106,169900,4,0.734790828853,3,0,Multi-Family Home,3488,1742.0,1742.0
2702 Kline Cir Las Vegas NV 89121,180000,4,0.734790828853,3,0,Multi-Family Home,4492,0.28,12197.0
3200 Arlene Way Las Vegas NV 89108,257888,4,0.734790828853,3,0,Multi-Family Home,3634,8276.0,8276.0
1212 N Jones Blvd Las Vegas NV 89108,210000,4,0.734790828853,3,0,Multi-Family Home,2808,7840.0,7840.0
6964 Kepler Dr Las Vegas NV 89156,225000,4,0.734790828853,3,0,Multi-Family Home,4072,6969.0,6969.0
6949 Kepler Dr Las Vegas NV 89156,225000,4,0.734790828853,3,0,Multi-Family Home,3692,6969.0,6969.0
2913 Stewart Ave Las Vegas NV 89101,239000,4,0.734790828853,3,0,Multi-Family Home,3880,7840.0,7840.0
718 W Wilson Ave Las Vegas NV 89106,115000,1,0.734790828853,1,0,Multi-Family Home,2288,6969.0,6969.0
308 N Maryland Pw Las Vegas NV 89101,129900,4,0.734790828853,3,0,Multi-Family Home,2015,6969.0,6969.0
428 N 14Th St Las Vegas NV 89101,155000,4,0.734790828853,3,0,Multi-Family Home,2352,9583.0,9583.0
50 E Silverado Ranch Blvd # Bl Las Vegas NV 89183,495000,4,0.734790828853,3,0,Multi-Family Home,964,,
6990 Dunsbach Way Las Vegas NV 89156,100000,4,0.734790828853,3,0,Multi-Family Home,4152,8276.0,8276.0
6992 Kepler Dr Las Vegas NV 89156,100000,4,0.734790828853,3,0,Multi-Family Home,4072,8276.0,8276.0
6938 Issac Ave Las Vegas NV 89156,100000,4,0.734790828853,3,0,Multi-Family Home,3692,6969.0,6969.0
2114 Marlin Ave Las Vegas NV 89101,115000,2,0.734790828853,1,0,Multi-Family Home,1846,6534.0,6534.0
444 N 13Th St Las Vegas NV 89101,100000,4,0.734790828853,3,0,Multi-Family Home,3456,6098.0,6098.0
4229 Stewart Ave Las Vegas NV 89110,247000,4,0.734790828853,3,0,Multi-Family Home,3800,9583.0,9583.0
3220 N Michael Way Las Vegas NV 89108,185000,4,0.734790828853,3,0,Multi-Family Home,3634,8276.0,8276.0
1153 Sierra Vista Dr Las Vegas NV 89169,75000,4,0.734790828853,3,0,Multi-Family Home,4274,7405.0,7405.0
3045 Cedar St Las Vegas NV 89104,174900,4,0.734790828853,3,0,Multi-Family Home,2294,6098.0,6098.0
837 N Bruce St Las Vegas NV 89101,159900,4,0.734790828853,3,0,Multi-Family Home,3082,6969.0,6969.0
3381 Athens St Las Vegas NV 89169,219900,4,0.734790828853,3,0,Multi-Family Home,3336,7840.0,7840.0
770 Palo Verde Cir Las Vegas NV 89119,239900,4,0.734790828853,3,0,Multi-Family Home,4576,9583.0,9583.0
89 N 21St St Las Vegas NV 89101,190000,4,0.734790828853,3,0,Multi-Family Home,2958,8712.0,8712.0
87 N 21St St Las Vegas NV 89101,190000,4,0.734790828853,3,0,Multi-Family Home,2958,8712.0,8712.0
6946 Kilgore Dr Las Vegas NV 89156,100000,4,0.734790828853,3,0,Multi-Family Home,3692,6969.0,6969.0
518 S 11Th St Las Vegas NV 89101,199000,3,0.734790828853,2,0,Multi-Family Home,2064,8276.0,8276.0
2305 Pearson Ct Las Vegas NV 89106,208000,4,0.734790828853,3,0,Multi-Family Home,3328,7840.0,7840.0
4690 Sand Creek Ave Las Vegas NV 89103,225000,4,0.734790828853,3,0,Multi-Family Home,3688,0.24,10454.0
504 N 15Th St Las Vegas NV 89101,90000,4,0.734790828853,3,0,Multi-Family Home,2263,0.3,13068.0
1300 Rexford Pl Las Vegas NV 89104,145000,2,0.734790828853,1,0,Multi-Family Home,1995,6534.0,6534.0
1610 Rexford Pl Las Vegas NV 89104,159500,2,0.734790828853,1,0,Multi-Family Home,1995,6969.0,6969.0
537 Kolson Cir Las Vegas NV 89119,215000,4,0.734790828853,3,0,Multi-Family Home,3576,7405.0,7405.0
3433 E Cheyenne Ave Las Vegas NV 89030,185000,4,0.734790828853,3,0,Multi-Family Home,3520,7405.0,7405.0
512 North Cir Las Vegas NV 89119,234900,4,0.734790828853,3,0,Multi-Family Home,2924,8276.0,8276.0
4915 E Russell Rd Las Vegas NV 89120,400000,4,0.734790828853,3,0,Multi-Family Home,5214,5227.0,5227.0
2686 Jennydiane Dr Las Vegas NV 89121,195000,4,0.734790828853,3,0,Multi-Family Home,3112,1742.0,1742.0
6931 Mendon Ln Las Vegas NV 89156,140000,4,0.734790828853,3,0,Multi-Family Home,4528,6969.0,6969.0
Las Vegas NV 89101,125000,1,0.734790828853,1,0,Multi-Family Home,1608,0.23,10019.0
513 W Adams Ave Las Vegas NV 89106,120000,3,0.734790828853,2,0,Multi-Family Home,2827,6969.0,6969.0
3237 Arlene Way Las Vegas NV 89108,179000,4,0.734790828853,3,0,Multi-Family Home,3634,8276.0,8276.0
790 Palo Verde Cir Las Vegas NV 89119,249900,4,0.734790828853,3,0,Multi-Family Home,4576,8276.0,8276.0
401 N Decatur Blvd Las Vegas NV 89107,193500,4,0.734790828853,3,0,Multi-Family Home,3172,6969.0,6969.0
840 Held Rd Las Vegas NV 89101,250000,4,0.734790828853,3,0,Multi-Family Home,3168,6969.0,6969.0
1318 Rexford Pl Las Vegas NV 89104,160000,2,0.734790828853,1,0,Multi-Family Home,1995,6969.0,6969.0
1908 Goodwill St Las Vegas NV 89106,179900,4,0.734790828853,3,0,Multi-Family Home,3132,6534.0,6534.0
1915 Dwarf Star Dr Las Vegas NV 89115,194999,4,0.734790828853,3,0,Multi-Family Home,3212,6969.0,6969.0
3221 Arlene Way Las Vegas NV 89108,210000,4,0.734790828853,3,0,Multi-Family Home,3634,8276.0,8276.0
729 N 10Th St Las Vegas NV 89101,189000,4,0.734790828853,3,0,Multi-Family Home,2516,0.23,10019.0
833 N Bruce St Las Vegas NV 89101,188000,4,0.734790828853,3,0,Multi-Family Home,3082,6969.0,6969.0
4994 Holt Ave Las Vegas NV 89115,78000,2,0.734790828853,1,0,Multi-Family Home,1152,6534.0,6534.0
3801 Royal Crest St Las Vegas NV 89119,189000,4,0.734790828853,3,0,Multi-Family Home,2684,9583.0,9583.0
3649 Van Dyke Ave Las Vegas NV 89103,222000,4,0.734790828853,3,0,Multi-Family Home,3688,0.24,10454.0
5305 Redberry St Las Vegas NV 89108,140000,4,0.734790828853,3,0,Multi-Family Home,3804,8712.0,8712.0
4953 Judson Ave Las Vegas NV 89115,189500,4,0.734790828853,3,0,Multi-Family Home,3626,9583.0,9583.0
1933 Arpa Way Las Vegas NV 89108,200000,4,0.734790828853,3,0,Multi-Family Home,4336,7405.0,7405.0
1313 N 22Nd St Las Vegas NV 89101,149000,4,0.734790828853,3,0,Multi-Family Home,2804,8276.0,8276.0
312 S Maryland Pw Las Vegas NV 89101,237000,4,0.734790828853,3,0,Multi-Family Home,2900,6969.0,6969.0
4765 Thunderbolt Ave Las Vegas NV 89115,118950,4,0.734790828853,3,0,Multi-Family Home,3604,8276.0,8276.0
2317 Exeter Dr Las Vegas NV 89156,179500,4,0.734790828853,3,0,Multi-Family Home,4172,7405.0,7405.0
2240 N Pecos Rd Las Vegas NV 89115,210000,4,0.734790828853,3,0,Multi-Family Home,3466,9583.0,9583.0
5235 Golden Ln Las Vegas NV 89119,175000,4,0.734790828853,3,0,Multi-Family Home,3748,,
5105 Golden Ln Las Vegas NV 89119,185000,4,0.734790828853,3,0,Multi-Family Home,3844,,
3712 Royal Crest St Las Vegas NV 89119,56000,2,0.734790828853,1,0,Multi-Family Home,480,,
1722 Cedar Ave Las Vegas NV 89101,110000,1,0.734790828853,1,0,Multi-Family Home,1228,6098.0,6098.0
5619 E Lake Mead Blvd # Bl Las Vegas NV 89156,175000,4,0.734790828853,3,0,Multi-Family Home,3444,9583.0,9583.0
2749 Heritage Ct Las Vegas NV 89121,97500,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,2040,3049.0,3049.0
3059 Regal Cove St Las Vegas NV 89117,425000,5,0.6,3,0,Single Family Home,3694,0.25,10890.0
Las Vegas NV 89135,350000,4,0.75,3,0,Single Family Home,2745,4791.0,4791.0
10951 Florence Hills St Las Vegas NV 89141,200000,3,0.666666666667,2,1,Single Family Home,2085,2613.0,2613.0
2539 Winterwood Blvd Las Vegas NV 89142,85000,2,1.0,2,0,Single Family Home,1526,6969.0,6969.0
605 Bianca Bay St Las Vegas NV 89144,385000,4,0.75,3,0,Single Family Home,3002,5662.0,5662.0
7205 Rolling Shore Ct Las Vegas NV 89149,195000,3,0.666666666667,2,1,Single Family Home,1783,2178.0,2178.0
544 Highland Bluff Way Las Vegas NV 89138,599000,4,0.75,3,0,Single Family Home,3221,6969.0,6969.0
9342 Autumn View Ave Las Vegas NV 89178,185000,3,1.0,3,0,Single Family Home,1582,1742.0,1742.0
5396 Deep Shadow Ct Las Vegas NV 89148,354900,4,0.75,3,0,Single Family Home,3450,7405.0,7405.0
8032 Maple Park St Las Vegas NV 89131,249000,3,0.666666666667,2,1,Single Family Home,2663,3484.0,3484.0
7570 W Flamingo Rd Las Vegas NV 89147,144926,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1023,,
1651 Otto Merida Ave Las Vegas NV 89106,129900,4,0.5,2,0,Single Family Home,1548,3920.0,3920.0
8192 Whiteriver Plateau Ln Las Vegas NV 89178,195000,3,0.666666666667,2,1,Single Family Home,1705,2178.0,2178.0
Las Vegas NV 89108,160000,4,0.75,3,0,Single Family Home,1582,4356.0,4356.0
5062 Blanton Dr Las Vegas NV 89122,69900,3,0.333333333333,1,0,Single Family Home,1200,6098.0,6098.0
10444 Scotch Elm Ave Las Vegas NV 89166,189900,3,0.666666666667,2,1,Single Family Home,1789,3049.0,3049.0
133 Bradshaw Way Las Vegas NV 89145,159900,3,0.666666666667,2,0,Single Family Home,1437,6969.0,6969.0
2151 Hussium Hills St Unit 107 Las Vegas NV 89108,59900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,935,,
10044 Long Barrow Ct Las Vegas NV 89148,345000,3,1.0,3,0,Single Family Home,2515,5227.0,5227.0
8248 Crown Peak Ave Las Vegas NV 89117,299000,4,0.5,2,1,Single Family Home,2561,4791.0,4791.0
5726 Slice Dr Las Vegas NV 89142,174900,4,0.75,3,0,Single Family Home,1636,4791.0,4791.0
542 Oakbrook Ln Las Vegas NV 89169,109000,3,0.666666666667,2,1,Condo/Townhome/Row Home/Co-Op,1533,1742.0,1742.0
7730 Epico Way Las Vegas NV 89179,184990,3,0.666666666667,2,1,Single Family Home,1490,1742.0,1742.0
4281 E Twain Ave Las Vegas NV 89121,75000,3,0.666666666667,2,0,Single Family Home,1598,6969.0,6969.0
8058 Torremolinos Ave Las Vegas NV 89178,195000,3,0.666666666667,2,1,Single Family Home,1569,2613.0,2613.0
5139 Wyoming Ave Las Vegas NV 89142,165000,4,0.5,2,1,Single Family Home,1789,6534.0,6534.0
2166 Clancy St Las Vegas NV 89156,125000,4,0.5,2,1,Single Family Home,1342,2178.0,2178.0
9408 Fontainbleu Dr Las Vegas NV 89145,899000,4,1.0,4,1,Single Family Home,4414,0.26,11326.0
8990 Mcleod Dr Las Vegas NV 89074,230000,3,0.666666666667,2,0,Single Family Home,1673,6969.0,6969.0
5561 Kings Row Ct Las Vegas NV 89148,375000,5,0.6,3,0,Single Family Home,3952,0.27,11761.0
3509 Bella Viera Ct Las Vegas NV 89141,269000,4,0.5,2,1,Single Family Home,2383,4356.0,4356.0
8050 Imperial Treasure St Las Vegas NV 89139,209000,4,0.5,2,1,Single Family Home,1746,2178.0,2178.0
9477 Thatched Sunlight Ct Las Vegas NV 89178,140000,3,0.666666666667,2,1,Single Family Home,1796,4791.0,4791.0
Las Vegas NV 89118,290000,3,0.666666666667,2,0,Single Family Home,2485,0.47,20473.0
5258 Caspian Dr Las Vegas NV 89118,175000,4,0.5,2,0,Single Family Home,1913,7840.0,7840.0
Las Vegas NV 89128,81900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,912,,
5339 Aurora Beam Ave Las Vegas NV 89122,134888,3,0.666666666667,2,1,Single Family Home,1337,2178.0,2178.0
8313 Aspenbrook Ave Las Vegas NV 89145,209000,3,0.666666666667,2,1,Single Family Home,1715,4791.0,4791.0
6216 Old Trail Rd Las Vegas NV 89108,133000,3,0.666666666667,2,0,Single Family Home,1271,6534.0,6534.0
4346 Swandale Ave Henderson NV 89121,99000,3,0.666666666667,2,0,Single Family Home,1496,6534.0,6534.0
Las Vegas NV 89139,89900,4,0.5,2,1,Single Family Home,2238,0.5,21780.0
381 Dog Leg Dr Las Vegas NV 89148,275000,3,0.666666666667,2,1,Single Family Home,1714,3484.0,3484.0
3151 Soaring Gulls Dr Unit 2186 Las Vegas NV 89128,74900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1071,,
7215 W Verde Way Las Vegas NV 89149,314999,4,1.0,4,0,Single Family Home,2513,0.53,23087.0
8929 Antioch Way # 73 Las Vegas NV 89117,155000,3,0.666666666667,2,1,Condo/Townhome/Row Home/Co-Op,1485,4007.0,4007.0
Las Vegas NV 89147,435000,6,0.666666666667,4,0,Single Family Home,4397,6969.0,6969.0
6421 Plumcrest Rd Las Vegas NV 89108,122500,3,0.666666666667,2,0,Single Family Home,1221,4356.0,4356.0
5042 S Rainbow Blvd Unit 102 Las Vegas NV 89118,95000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1091,0.23,10019.0
5220 Indian River Dr Unit 281 Las Vegas NV 89103,82000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,978,,
7615 Red Turtle St Unit Lot 12 Las Vegas NV 89131,470000,4,1.0,4,0,Single Family Home,3845,0.39,16988.0
7014 Cordite Rd Las Vegas NV 89178,339900,3,0.666666666667,2,1,Single Family Home,2824,5662.0,5662.0
140 Countrywood Cir Las Vegas NV 89107,139000,3,0.666666666667,2,0,Single Family Home,1418,4791.0,4791.0
706 Roddenberry Ave Las Vegas NV 89123,192000,3,0.666666666667,2,0,Single Family Home,1473,4356.0,4356.0
4295 Rimcrest Rd Las Vegas NV 89121,174990,3,0.666666666667,2,0,Single Family Home,1615,7840.0,7840.0
